nome,nome_civil,data_nascimento,data_falecimento,id_municipio_nascimento,sigla_uf_nascimento,id_deputado,sexo,id_inicial_legislatura,id_final_legislatura,url_site,url_rede_social
CUNHA LIMA,ANTONIO DA CUNHA LIMA,1955-09-08,,2504009,PB,73444,Masculino,50,50,,
ENIVALDO RIBEIRO,ENIVALDO RIBEIRO,1935-03-26,,2504009,PB,74408,Masculino,50,52,,
ROBERTO PAULINO,ANTONIO ROBERTO DE SOUSA PAULINO,1951-07-20,,2506301,PB,74413,Masculino,50,50,,
ARMANDO ABÍLIO,ARMANDO ABILIO VIEIRA,1944-12-29,2020-10-12,2507002,PB,74405,Masculino,50,54,,
Lindbergh Farias,LUIZ LINDBERGH FARIAS FILHO,1969-12-08,,2507507,PB,74858,Masculino,50,57,,
DUILIO PISANESCHI,DUILIO PISANESCHI,1940-08-29,,2513851,PB,73446,Masculino,50,51,,
GILVAN FREIRE,GILVAN DA SILVA FREIRE,1949-06-26,,2514909,PB,74409,Masculino,50,50,,
FERNANDO FERRO,FERNANDO DANTAS FERRO,1951-09-05,,2602100,PE,74417,Masculino,50,54,,
ROBERTO FONTES,Carlos Roberto Guerra Fontes,1940-11-06,2024-08-26,2604106,PE,74432,Masculino,50,50,,
Wolney Queiroz,WOLNEY QUEIROZ MACIEL,1972-12-12,,2604106,PE,74439,Masculino,50,56,,
JOSÉ AUGUSTO,José Augusto da Silva Ramos,1946-12-15,,2606002,PE,73537,Masculino,50,50,,
SEVERINO CAVALCANTI,SEVERINO JOSÉ CAVALCANTI FERREIRA,1930-12-18,2020-07-15,2608107,PE,74436,Masculino,50,52,,
ADEMIR CUNHA,Ademir Barbosa da Cunha,1942-07-23,,2610707,PE,74220,Masculino,50,50,,
SIMARA ELLERY,Simara Nogueira Ellery,1943-01-12,,2611606,PE,74642,Feminino,50,50,,
Mendonça Filho,JOSÉ MENDONÇA BEZERRA FILHO,1966-07-12,,2611606,PE,74428,Masculino,50,57,,
VICENTE ANDRÉ GOMES,Vicente Manuel Leite André Gomes,1952-01-18,,2611606,PE,74437,Masculino,50,50,,
SILVIO PESSOA,Silvio Pessoa de Carvalho,1935-04-01,2022-03-20,2611606,PE,74229,Masculino,50,50,,
MÁRIO NEGROMONTE,MÁRIO SÍLVIO MENDES NEGROMONTE,1950-07-06,,2611606,PE,74635,Masculino,50,54,,
João Leão,JOÃO FELIPE DE SOUZA LEÃO,1946-02-27,,2611606,PE,74550,Masculino,50,57,,
EDUARDO CAMPOS,EDUARDO HENRIQUE ACCIOLY CAMPOS,1965-08-10,2014-08-13,2611606,PE,74416,Masculino,50,52,,
JOSÉ CHAVES,JOSÉ SEVERIANO CHAVES,1942-06-08,,2611606,PE,74423,Masculino,50,54,,
EDSON EZEQUIEL,EDSON EZEQUIEL DE MATOS,1945-07-13,,2611606,PE,74838,Masculino,50,54,,
CECI CUNHA,Josefa Santos Cunha,1949-08-15,1998-12-16,2702603,AL,74518,Feminino,50,50,,
BENEDITO DE LIRA,BENEDITO DE LIRA,1942-05-01,2025-01-14,2704005,AL,74517,Masculino,50,53,,
TALVANE ALBUQUERQUE NETO,PEDRO TALVANE LUIS GAMA DE ALBUQUERQUE NETO,1956-11-12,,2704302,AL,74523,Masculino,50,51,,
NILTON CERQUEIRA,NILTON DE ALBUQUERQUE CERQUEIRA,1930-06-06,2022-01-01,2704302,AL,73417,Masculino,50,50,,
MOACYR ANDRADE,Moacyr Lopes de Andrade,1938-12-17,,2706703,AL,74522,Masculino,50,50,,
FERNANDO TORRES,Fernando José Torres,1952-01-17,,2707701,AL,74519,Masculino,50,50,,
CARLOS MAGNO,Carlos Magno Costa Garcia,1952-08-26,,2800308,SE,74526,Masculino,50,50,,
ADELSON RIBEIRO,ADELSON ROSENDO LIMA RIBEIRO,1965-03-30,,2800308,SE,74524,Masculino,50,51,,
WILSON CUNHA,José Wilson da Cunha,1951-08-10,,2802908,SE,74531,Masculino,50,50,,
MARCELO DÉDA,MARCELO DÉDA CHAGAS,1960-03-11,2013-12-02,2807105,SE,74530,Masculino,50,51,,
SEVERIANO ALVES,SEVERIANO ALVES DE SOUZA,1943-02-12,,2901601,BA,74641,Masculino,50,53,,
OLÁVIO ROCHA,Olávio Silva Rocha,1938-05-01,2021-01-23,2902807,BA,74081,Masculino,50,50,,
José Rocha,JOSÉ ALVES ROCHA,1948-08-18,,2909109,BA,74554,Masculino,50,57,,
SÉRGIO BARRADAS CARNEIRO,SÉRGIO BARRADAS CARNEIRO,1960-10-14,,2910800,BA,74533,Masculino,50,54,,
COLBERT MARTINS,COLBERT MARTINS DA SILVA FILHO,1952-10-02,,2910800,BA,74230,Masculino,50,54,,
BETO LÉLIS,ADALBERTO LELIS FILHO,1956-07-19,,2912400,BA,74536,Masculino,50,50,,
AGNELO QUEIROZ,AGNELO SANTOS QUEIROZ FILHO,1958-11-09,,2916401,BA,73654,Masculino,50,52,,
EUJÁCIO SIMÕES,EUJÁCIO SIMÕES VIANA FILHO,1948-06-15,2019-08-18,2917102,BA,74541,Masculino,50,51,,
LUIZ ALBERTO,LUIZ ALBERTO SILVA DOS SANTOS,1953-01-03,2023-12-13,2920601,BA,74133,Masculino,50,54,,
Claudio Cajado,CLÁUDIO CAJADO SAMPAIO,1963-12-01,,2927408,BA,74537,Masculino,50,57,,
LUIZ BRAGA,Luiz Fernando Luz Braga,1948-12-15,2005-08-11,2927408,BA,74631,Masculino,50,50,,
JOSÉ TUDE,José Eudoro Reis Tude,1946-02-02,,2927408,BA,74006,Masculino,50,50,,
ROBERTO SANTOS,Roberto Figueira Santos,1926-09-15,2021-02-09,2927408,BA,74639,Masculino,50,50,,
WALTER PINHEIRO,WALTER DE FREITAS PINHEIRO,1959-05-25,,2927408,BA,74218,Masculino,50,53,,
CORIOLANO SALES,CORIOLANO SOUSA SALES,1943-08-01,2018-05-21,2928505,BA,74538,Masculino,50,52,,
URSICINO QUEIROZ,URSICINO PINTO DE QUEIROZ,1937-10-27,2007-08-10,2928703,BA,74644,Masculino,50,51,,
ROLAND LAVIGNE,ROLAND LAVIGNE DO NASCIMENTO,1962-04-28,,2932507,BA,74640,Masculino,50,52,,
EDSON SOARES,Edson Gonçalves Soares,1945-11-19,,3103405,MG,74105,Masculino,50,50,,
ODIR ROCHA,Manoel Odir Rocha,1941-02-12,2022-05-04,3103504,MG,74009,Masculino,50,50,,
HERCULANO ANGHINETTI,HERCULANO ANGHINETTI,1960-04-25,,3106200,MG,74660,Masculino,50,52,,
LIMA NETTO,Roberto Procópio de Lima Netto,1940-03-21,,3106200,MG,74857,Masculino,50,50,,
MÁRCIO FORTES,MÁRCIO JOÃO DE ANDRADE FORTES,1944-10-04,,3106200,MG,74860,Masculino,50,52,,
SARAIVA FELIPE,JOSÉ SARAIVA FELIPE,1952-03-26,,3106200,MG,74762,Masculino,50,55,,
JOSÉ DA PAIXÃO,José Eustáquio da Paixão,1946-03-19,,3106200,MG,74232,Masculino,50,50,,
MARIA ELVIRA,MARIA ELVIRA SALLES FERREIRA,1950-06-30,,3106200,MG,74746,Feminino,50,51,,
LUCIANO ZICA,EUSTÁQUIO LUCIANO ZICA,1951-01-07,,3107000,MG,73545,Masculino,50,52,,
CHICO FERRAMENTA,FRANCISCO CARLOS CHICO FERRAMENTA DELFINO,1959-01-08,2023-07-04,3107406,MG,74653,Masculino,50,50,,
JOANA D'ARC,JOANA D'ARC CARVALHO GUIMARÃES,1957-06-19,,3115300,MG,74227,Feminino,50,50,,
GILNEY VIANA,Gilney Amorim Viana,1945-08-12,,3120151,MG,73648,Masculino,50,50,,
DE VELASCO,PAULO CÉSAR MARQUES DE VELASCO,1937-02-10,2022-12-15,3120904,MG,73554,Masculino,50,51,,
Mauro Lopes,MAURO RIBEIRO LOPES,1936-05-24,,3123858,MG,74749,Masculino,50,56,,
ADEMIR LUCAS,ADEMIR LUCAS GOMES,1943-09-29,,3124104,MG,74645,Masculino,50,51,,
ORCINO GONÇALVES,Orcino Gonçalves da Silva,1939-06-03,,3127107,MG,73670,Masculino,50,50,,
NARCIO RODRIGUES,NÁRCIO RODRIGUES DA SILVEIRA,1959-04-23,,3127107,MG,74108,Masculino,50,54,,
ANIVALDO VALE,ANIVALDO JUVENIL VALE,1944-12-02,2022-03-23,3131208,MG,74072,Masculino,50,52,,
ANTÔNIO AURELIANO,Antônio Aureliano Sanches de Mendonça,1958-01-13,,3132404,MG,74007,Masculino,50,50,,
OSCAR ANDRADE,OSCAR ILTON DE ANDRADE,1957-09-26,,3136652,MG,74109,Masculino,50,51,,
FERNANDO GABEIRA,FERNANDO PAULO NAGLE GABEIRA,1941-02-17,,3136702,MG,74841,Masculino,50,53,,
MÁRIO ASSAD JÚNIOR,MÁRIO ASSAD JÚNIOR,1965-08-11,,3139409,MG,74329,Masculino,50,52,,
JOÃO MAGALHÃES,JOÃO LÚCIO MAGALHÃES BIFANO,1960-02-06,,3140902,MG,74120,Masculino,50,54,,
FRANCISCO HORTA,Francisco Sales Dias Horta,1935-01-30,,3141702,MG,73997,Masculino,50,50,,
UBALDINO JÚNIOR,José Ubaldino Alves Pinto Júnior,1969-03-01,,3144300,MG,74643,Masculino,50,50,,
JAIME MARTINS,JAIME MARTINS FILHO,1953-06-17,,3145208,MG,74665,Masculino,50,55,,
ELISEU RESENDE,ELISEU RESENDE,1929-02-07,2011-01-02,3145604,MG,74657,Masculino,50,52,,
Eduardo Barbosa,EDUARDO LUIZ BARROS BARBOSA,1958-08-25,2023-08-23,3147105,MG,74655,Masculino,50,56,http://eduardobarbosa.com/,http://eduardobarbosa.com/
ANTÔNIO DO VALLE,ANTÔNIO DO VALLE RAMOS,1947-01-04,,3148004,MG,74647,Masculino,50,51,,
SILAS BRASILEIRO,SILAS BRASILEIRO,1943-10-22,,3148103,MG,74765,Masculino,50,55,,
JAIR SIQUEIRA,Jair Siqueira,1936-06-30,2018-07-08,3148400,MG,74666,Masculino,50,50,,
CARLOS MELLES,CARLOS DO CARMO ANDRADE MELLES,1947-03-11,,3164704,MG,74651,Masculino,50,55,,
MARCIO REINALDO MOREIRA,MÁRCIO REINALDO DIAS MOREIRA,1942-11-03,,3167202,MG,74744,Masculino,50,54,,
ROGERIO SILVA,ROGERIO LUCIO SOARES DA SILVA,1954-11-22,,3169901,MG,73651,Masculino,50,53,,
DANILO DE CASTRO,DANILO DE CASTRO,1945-03-05,,3171303,MG,74654,Masculino,50,52,,
ADELSON SALVADOR,Adelson Antônio Salvador,1954-10-12,,3201506,ES,74770,Masculino,50,50,,
MARCUS VICENTE,MARCUS ANTÔNIO VICENTE,1954-04-28,,3202504,ES,74235,Masculino,50,55,,
LUIZ DURÃO,LUIZ CÂNDIDO DURÃO,1947-09-12,,3203205,ES,74775,Masculino,50,51,,
JOÃO COSER,JOÃO CARLOS COSER,1956-03-13,,3204609,ES,74772,Masculino,50,51,,
JOÃO FASSARELLA,JOÃO DOMINGOS FASSARELLA,1943-05-12,2006-11-12,3205036,ES,74667,Masculino,50,51,,
JORGE ANDERS,Jorge Alberto Anders,1955-03-19,,3205200,ES,74773,Masculino,50,50,,
FEU ROSA,JOÃO MIGUEL FEU ROSA,1947-01-19,,3205309,ES,74771,Masculino,50,52,,
LUIZ BUAIZ,Luiz Buaiz,1921-08-29,2019-03-02,3205309,ES,74774,Masculino,50,50,,
ITAMAR SERPA,ITAMAR SERPA FERNANDES,1941-07-03,2023-07-18,3205309,ES,74846,Masculino,50,52,,
JAIME FERNANDES,JAIME FERNANDES FILHO,1957-10-11,,3205309,ES,74001,Masculino,50,51,,
ALCIONE ATHAYDE,ALCIONE MARIA MELLO DE OLIVEIRA ATHAYDE,1954-07-11,,3301009,RJ,74014,Feminino,50,51,,
ALEXANDRE CARDOSO,ALEXANDRE AGUIAR CARDOSO,1952-05-03,,3301702,RJ,74829,Masculino,50,54,,
FERNANDO GONÇALVES,FERNANDO ANTONIO FOLGADO GONÇALVES,1955-12-06,,3303500,RJ,74842,Masculino,50,53,,
DR. LUIZ FERNANDO,LUIZ FERNANDO SARMENTO NICOLAU,1946-09-30,,3303708,RJ,74094,Masculino,50,54,,
NOEL DE OLIVEIRA,NOEL DE OLIVEIRA,1929-06-26,2017-09-15,3304201,RJ,73418,Masculino,50,50,,
RONALDO SANTOS,RONALDO DE OLIVEIRA SANTOS,1947-04-01,,3304557,RJ,74221,Masculino,50,51,,
EURICO MIRANDA,EURICO ANGELO DE OLIVEIRA MIRANDA,1944-06-07,2019-03-12,3304557,RJ,74840,Masculino,50,51,,
JORGE WILSON,JORGE WILSON DE MATOS,1943-11-16,,3304557,RJ,74850,Masculino,50,51,,
ENYR LAPROVITA,Enyr Laprovita Vieira,1936-04-30,,3304557,RJ,74336,Masculino,50,50,,
MILTON TEMER,JORGE MILTON TEMER,1938-12-12,,3304557,RJ,74861,Masculino,50,51,,
RIVALDO MACARI,Rivaldo Antonio Macari,1951-08-27,,3304557,RJ,74012,Masculino,50,50,,
ANA CATARINA,ANA CATARINA LYRA ALVES,1948-12-09,,3304557,RJ,74248,Feminino,50,51,,
VANESSA FELIPPE,VANESSA POYARES TUFFY FELIPPE,1972-10-01,,3304557,RJ,73425,Feminino,50,50,,
JOSÉ CARLOS LACERDA,José Carlos Lacerda,1943-05-30,1997-12-29,3304557,RJ,74852,Masculino,50,50,,
Laura Carneiro,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,1963-05-01,,3304557,RJ,74856,Feminino,50,57,,
Aníbal Gomes,ANÍBAL FERREIRA GOMES,1953-06-07,,3304557,RJ,74212,Masculino,50,56,,
SILVIO LOPES,SILVIO LOPES TEIXEIRA,1931-07-12,,3304557,RJ,73998,Masculino,50,53,,
ROBSON ROMERO,Robson Romero de Oliveira,1951-12-30,1997-09-02,3304557,RJ,74234,Masculino,50,50,,
AYRTON XEREZ,AYRTON ALVARENGA XEREZ,1946-05-13,,3304557,RJ,74024,Masculino,50,53,,
WILSON LEITE PASSOS,WILSON LEITE PASSOS,1926-12-09,2016-09-17,3304557,RJ,74118,Masculino,50,50,,
PAULO FEIJÓ,PAULO FERNANDO FEIJO TORRES,1956-03-23,,3304607,RJ,74017,Masculino,50,55,,
ALEXANDRE SANTOS,ALEXANDRE JOSÉ DOS SANTOS,1954-09-04,,3304904,RJ,74830,Masculino,50,54,,
CANDINHO MATTOS,CANDIDO PEREIRA MATTOS,1944-07-25,,3305109,RJ,74834,Masculino,50,51,,
PAULO NASCIMENTO,Paulo Américo de Oliveira Nascimento,1936-08-27,,3305802,RJ,74228,Masculino,50,50,,
PEDRO YVES,Pedro Yves Simão,1938-12-04,2013-11-28,3500709,SP,74115,Masculino,50,50,,
OSWALDO SOLER,OSWALDO SOLER,1937-05-16,2007-09-11,3504800,SP,74122,Masculino,50,51,,
WELSON GASPARINI,WELSON GASPARINI,1936-12-01,2024-03-04,3505906,SP,73644,Masculino,50,50,,
ALEXANDRE CERANTO,Alexandre Ceranto,1934-06-26,2008-02-16,3507506,SP,73999,Masculino,50,50,,
MARQUINHO CHEDID,Marco Antonio Nassif Abi Chedid,1957-11-23,,3507605,SP,73549,Masculino,50,50,,
LÍDIA QUINAN,LYDIA ARAÚJO QUINAN,1937-07-16,,3509502,SP,73667,Feminino,50,51,,
HUMBERTO COSTA,Humberto Sérgio Costa Lima,1957-07-07,,3509502,SP,74420,Masculino,50,50,,
SALVADOR ZIMBALDI,SALVADOR ZIMBALDI FILHO,1955-06-05,,3509502,SP,73559,Masculino,50,54,,
LAMARTINE POSELLA,LAMARTINE POSELLA SOBRINHO,1961-05-03,,3509502,SP,74134,Masculino,50,51,,
JOÃO PAULO CUNHA,JOÃO PAULO CUNHA,1958-06-06,,3510500,SP,73534,Masculino,50,54,,
EURIPEDES MIRANDA,EURIPEDES MIRANDA BOTELHO,1954-02-20,,3510708,SP,74099,Masculino,50,53,,
ELIAS ABRAHÃO,Elias Abrahão,1941-05-28,1996-09-18,3516200,SP,73769,Masculino,50,50,,
FERNANDO ZUPPO,CARLOS FERNANDO ZUPPO FRANCO,1942-03-01,,3516705,SP,73451,Masculino,50,51,,
FAUSTO MARTELLO,Fausto Miguel Martello,1952-09-29,,3518800,SP,73450,Masculino,50,50,,
MURILO DOMINGOS,MURILO DOMINGOS,1941-02-21,2019-04-02,3525102,SP,74112,Masculino,50,51,,
JURANDYR PAIXÃO,Jurandyr da Paixão de Campos Freire Filho,1955-11-12,,3526902,SP,73543,Masculino,50,50,,
MARINHA RAUPP,MARINHA CÉLIA ROCHA RAUPP DE MATOS,1960-11-23,,3528809,SP,74177,Feminino,50,55,,
MÁRCIO MATOS,MÁRCIO ARTUR DE MATOS,1946-03-29,,3529807,SP,74333,Masculino,50,51,,
REGIS DE OLIVEIRA,REGIS FERNANDES DE OLIVEIRA,1944-09-19,,3531407,SP,73556,Masculino,50,53,,
DJALMA DE ALMEIDA CESAR,Djalma de Almeida Cesar,1937-07-29,2011-07-01,3538709,SP,74127,Masculino,50,50,,
TETÉ BEZERRA,APARECIDA MARIA BORGES BEZERRA,1957-07-20,,3538907,SP,73652,Feminino,50,52,,
MARCOS VINICIUS DE CAMPOS,Marcos Vinicius de Campos,1961-10-27,,3541505,SP,74245,Masculino,50,50,,
EDUARDO COELHO,EDUARDO JOSÉ PEREIRA COELHO,1949-05-06,,3541604,SP,74242,Masculino,50,50,,
SANDRO MABEL,SANDRO ANTONIO SCODRO,1958-12-31,,3543402,SP,73676,Masculino,50,54,,
CORAUCI SOBRINHO,VALDEMAR CORAUCI SOBRINHO,1945-08-24,,3543402,SP,73442,Masculino,50,52,,
EDINHO ARAÚJO,EDSON EDINHO COELHO ARAÚJO,1949-07-30,,3546603,SP,73447,Masculino,50,55,,
PEDRO HENRY,PEDRO HENRY NETO,1957-04-19,,3547809,SP,74111,Masculino,50,54,,
CELSO DANIEL,Celso Augusto Daniel,1951-04-16,2002-01-19,3547809,SP,73440,Masculino,50,50,,
ARNALDO MADEIRA,ARNALDO DE ABREU MADEIRA,1940-03-10,,3548500,SP,73993,Masculino,50,53,,
TELMA DE SOUZA,TELMA SANDRA AUGUSTO DE SOUZA,1944-09-29,,3548500,SP,73561,Feminino,50,53,,
VICENTE CASCIONE,VICENTE FERNANDES CASCIONE,1942-07-14,,3548500,SP,73566,Masculino,50,52,,
SILVIO TORRES,SILVIO FRANÇA TORRES,1946-06-01,,3549706,SP,73560,Masculino,50,55,www.silviotorres.com.br,www.silviotorres.com.br
ZULAIÊ COBRA,ZULAIÊ COBRA RIBEIRO,1943-11-18,,3549706,SP,73645,Feminino,50,52,,
ALOYSIO NUNES FERREIRA,ALOYSIO NUNES FERREIRA FILHO,1945-04-05,,3549805,SP,73430,Masculino,50,52,,
MARTA SUPLICY,Marta Teresa Suplicy,1945-03-18,,3550308,SP,73550,Feminino,50,50,,
Ivan Valente,IVAN VALENTE,1946-07-05,,3550308,SP,73531,Masculino,50,57,,
Celso Russomanno,CELSO UBIRAJARA RUSSOMANNO,1956-08-20,,3550308,SP,73441,Masculino,50,57,,
JAIR MENEGUELLI,JAIR ANTONIO MENEGUELLI,1947-07-16,,3550308,SP,73532,Masculino,50,51,,
DR. PINOTTI,JOSÉ ARISTODEMO PINOTTI,1934-12-20,2009-07-01,3550308,SP,73542,Masculino,50,53,,
ANTONIO KANDIR,ANTONIO KANDIR,1953-05-02,,3550308,SP,73432,Masculino,50,51,,
JOSÉ DE ABREU,JOSE MASCI DE ABREU,1944-12-08,2022-06-03,3550308,SP,73539,Masculino,50,51,,
WAGNER SALUSTIANO,WAGNER AMARAL SALUSTIANO,1955-06-27,,3550308,SP,73643,Masculino,50,51,,
CARLOS APOLINÁRIO,Carlos Alberto Eugenio Apolinário,1952-04-28,2019-02-15,3550308,SP,73438,Masculino,50,50,,
YEDA CRUSIUS,YEDA RORATO CRUSIUS,1944-07-26,,3550308,SP,73992,Feminino,50,55,,
ULYSSES GABOARDI,Ulysses Gaboardi Filho,1944-11-18,,3550308,SP,74123,Masculino,50,50,,
USHITARO KAMIA,Ushitaro Kamia,1946-07-01,,3550308,SP,73563,Masculino,50,50,,
ANTONIO CARLOS PANNUNZIO,ANTONIO CARLOS PANNUNZIO,1943-07-29,,3550308,SP,73431,Masculino,50,53,,
Arlindo Chinaglia,ARLINDO CHIGNALIA JUNIOR,1949-12-24,,3551405,SP,73433,Masculino,50,57,,
JOSÉ MACHADO,JOSÉ MACHADO,1946-01-27,,3553401,SP,73541,Masculino,50,51,,
EMANUEL FERNANDES,EMANUEL FERNANDES,1956-03-06,,3556107,SP,74119,Masculino,50,54,,
AFFONSO CAMARGO,AFFONSO ALVES DE CAMARGO NETO,1929-04-30,2011-03-24,4106902,PR,73765,Masculino,50,53,,
MAURICIO REQUIÃO,Mauricio Requião de Mello e Silva,1954-09-19,,4106902,PR,73779,Masculino,50,50,,
JOÃO IENSEN,João Falavinha Iensen,1958-01-03,,4107603,PR,73774,Masculino,50,50,,
Hermes Parcianello,HERMES PARCIANELLO,1958-04-25,,4108601,PR,73772,Masculino,50,56,,
FERNANDO RIBAS CARLI,Luiz Fernando Ribas Carli,1949-10-09,,4109401,PR,73770,Masculino,50,50,,
RICARDO GOMYDE,RICARDO CRACHINESKI GOMYDE,1970-05-22,,4109708,PR,73789,Masculino,50,50,,
PAULO CORDEIRO,Paulo Roberto Cordeiro,1954-08-20,,4110706,PR,73785,Masculino,50,50,,
JOSÉ BORBA,JOSÉ RODRIGUES BORBA,1949-07-14,,4114203,PR,73775,Masculino,50,52,,
Ricardo Barros,RICARDO JOSÉ MAGALHÃES BARROS,1959-11-15,,4115200,PR,73788,Masculino,50,57,,
VALDOMIRO MEGER,VALDOMIRO MEGER,1945-02-08,,4122008,PR,73790,Masculino,50,51,,
NEDSON MICHELETI,Nedson Luiz Micheleti,1957-11-22,,4122404,PR,67105,Masculino,50,50,,
JOSÉ JANENE,JOSÉ MOHAMED JANENE,1955-09-12,2010-09-14,4124509,PR,73776,Masculino,50,52,,
JOÃO PIZZOLATTI,JOÃO ALBERTO PIZZOLATTI JÚNIOR,1961-10-31,,4202404,SC,73874,Masculino,50,54,,
PAULO BORNHAUSEN,PAULO ROBERTO BARRETO BORNHAUSEN,1963-09-19,,4202404,SC,73883,Masculino,50,54,,
NELSON MEURER,NELSON MEURER,1942-07-23,2020-07-12,4202602,SC,73781,Masculino,50,55,,
SERAFIM VENZON,ANTONIO SERAFIM VENZON,1953-06-19,,4202701,SC,73885,Masculino,50,52,,
MÁRIO CAVALLAZZI,Mário Roberto Cavallazzi,1948-07-07,,4205407,SC,73879,Masculino,50,50,,
VANIO DOS SANTOS,VANIO DOS SANTOS,1961-04-27,,4206207,SC,74233,Masculino,50,51,,
EDINHO BEZ,EDSON BEZ DE OLIVEIRA,1950-03-06,,4206207,SC,73793,Masculino,50,55,,
JOSÉ FRITSCH,José Fritsch,1954-08-06,,4207700,SC,73876,Masculino,50,50,,
JOÃO MATOS,JOÃO BATISTA MATOS,1948-01-08,,4208500,SC,73873,Masculino,50,53,,
JOSÉ CARLOS VIEIRA,JOSÉ CARLOS VIEIRA,1953-05-27,,4209102,SC,73875,Masculino,50,54,,
RAIMUNDO COLOMBO,JOÃO RAIMUNDO COLOMBO,1955-02-28,,4209300,SC,74237,Masculino,50,51,,
MILTON MENDES,MILTON MENDES DE OLIVEIRA,1953-03-15,,4209409,SC,73880,Masculino,50,50,,
ILDEMAR KUSSLER,ILDEMAR KUSSLER,1957-02-06,,4212106,SC,74101,Masculino,50,50,,
CHICO DA PRINCESA,FRANCISCO OCTAVIO BECKERT,1954-07-14,,4218301,SC,74000,Masculino,50,53,,
HUGO LAGRANHA,Hugo Simões Lagranha,1918-04-09,2005-04-15,4300406,RS,73898,Masculino,50,50,,
OSCAR GOLDONI,OSCAR GOLDONI,1949-08-03,,4300703,RS,73762,Masculino,50,50,,
PAULO GOUVÊA,PAULO GILBERTO GOUVEA DA COSTA,1943-05-13,,4303004,RS,73884,Masculino,50,51,,
ELISEU PADILHA,ELISEU LEMOS PADILHA,1945-12-23,2023-03-13,4304408,RS,73892,Masculino,50,54,,
OSVALDO BIOLCHI,OSVALDO ANICETTO BIOLCHI,1934-12-16,2012-12-20,4306809,RS,73909,Masculino,50,53,,
WILSON CIGNACHI,WILSON JOÃO CIGNACHI,1945-10-29,,4307906,RS,73991,Masculino,50,52,,
ARLINDO VARGAS,ARLINDO ROSO DE VARGAS,1948-01-14,,4308409,RS,74217,Masculino,50,51,,
EZIDIO PINHEIRO,EZIDIO VANELI PINHEIRO,1944-02-06,,4308508,RS,73895,Masculino,50,51,,
ODÍLIO BALBINOTTI,ODILIO BALBINOTTI,1941-06-08,,4308706,RS,73782,Masculino,50,54,,
Darcísio Perondi,DARCÍSIO PAULO PERONDI,1947-04-02,,4310207,RS,73891,Masculino,50,56,,
JARBAS LIMA,JARBAS DE MELO E LIMA,1940-01-11,,4311304,RS,73900,Masculino,50,51,,
ENIO BACCI,ENIO EGON BERGMANN BACCI,1958-09-19,,4311403,RS,73893,Masculino,50,54,,
PAULO RITZEL,Paulo Artur Ritzel,1952-03-09,,4313409,RS,73911,Masculino,50,50,,
AIRTON DIPP,AIRTON LANGARO DIPP,1950-10-15,,4314100,RS,73888,Masculino,50,51,,
NELSON HARTER,NELSON HARTER FILHO,1959-03-09,,4314407,RS,74243,Masculino,50,51,,
MENDES RIBEIRO FILHO,JORGE ALBERTO PORTANOVA MENDES RIBEIRO FILHO,1954-12-27,2015-05-10,4314902,RS,73904,Masculino,50,54,,
VALDECI OLIVEIRA,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,1957-09-07,,4316907,RS,74136,Masculino,50,51,,
RENAN KURTZ,Carlos Renan Kurtz,1937-02-10,2015-12-17,4316907,RS,73988,Masculino,50,50,,
ESTHER GROSSI,ESTHER PILLAR GROSSI,1936-04-24,,4316907,RS,73894,Feminino,50,51,,
Dilceu Sperafico,DILCEU JOÃO SPERAFICO,1948-01-26,,4317202,RS,73768,Masculino,50,57,,
DILSO SPERAFICO,Dilso Sperafico,1953-08-09,,4317202,RS,73680,Masculino,50,50,,
AUGUSTO NARDES,JOÃO AUGUSTO RIBEIRO NARDES,1952-10-13,,4317509,RS,73889,Masculino,50,52,,
PADRE ROQUE,ROQUE ZIMMERMANN,1939-12-15,2019-02-17,4317905,RS,73783,Masculino,50,51,,
MIGUEL ROSSETTO,Miguel Soldatelli Rossetto,1960-05-04,,4318705,RS,73905,Masculino,50,50,,
ELTON ROHNELT,ELTON DA LUZ ROHNELT,1941-01-27,,4318804,RS,73980,Masculino,50,51,,
LEONEL PAVAN,Leonel Arcangelo Pavan,1954-09-07,,4320107,RS,73877,Masculino,50,50,,
LUIZ MAINARDI,LUIZ FERNANDO MAINARDI,1960-12-30,,4320701,RS,73902,Masculino,50,51,,
ANTÔNIO EBLING,Antônio Carlos Ebling,1948-01-21,2022-11-05,4321204,RS,74330,Masculino,50,50,,
JÚLIO REDECKER,JULIO CESAR REDECKER,1956-07-12,2007-07-17,4321303,RS,73994,Masculino,50,53,,
VILSON SANTINI,Vilson Santini,1947-11-08,,4322103,RS,73791,Masculino,50,50,,
MARISA SERRANO,MARISA JOAQUINA MONTEIRO SERRANO,1947-06-21,,5002100,MS,73760,Feminino,50,51,,
MARÇAL FILHO,MARÇAL GONÇALVES LEITE FILHO,1964-10-14,,5003702,MS,74124,Masculino,50,54,,
ROBERTO FRANÇA,Roberto França Auad,1948-10-02,,5103403,MT,73649,Masculino,50,50,,
NAIR XAVIER LOBO,NAIR MARIA XAVIER NUNES DE OLIVEIRA LOBO,1956-03-25,,5201108,GO,74021,Feminino,50,51,,
JOVAIR ARANTES,JOVAIR DE OLIVEIRA ARANTES,1951-06-04,,5203906,GO,73666,Masculino,50,55,,
