nome,nome_civil,data_nascimento,data_falecimento,id_municipio_nascimento,sigla_uf_nascimento,id_deputado,sexo,id_inicial_legislatura,id_final_legislatura,url_site,url_rede_social
ANTÔNIO MAGALHÃES,Antônio Francisco de Almeida Magalhães,1928-07-09,2022-06-30,5208004,GO,131175,Masculino,43,43,,
BENEDITO FERREIRA,Benedito Vicente Ferreira,1932-07-12,1997-12-08,5210109,GO,131386,Masculino,43,43,,
JOÃO VAZ,João Carneiro de Castro Vaz,1934-12-01,1988-10-10,5210109,GO,3147,Masculino,43,43,,
PAULO CAMPOS,Paulo Campos,1920-09-19,1999-01-27,5218805,GO,131335,Masculino,43,43,,
WALTER SILVA,Walter da Silva,1933-05-02,1994-07-25,,RJ,131816,Masculino,44,46,,
PRISCO VIANA,LUIZ HUMBERTO PRISCO VIANA,1932-06-04,2015-02-26,,,74638,Masculino,44,51,,
JOSÉ SAMPAIO,José Costa Sampaio,1926-07-25,1987-06-03,,,131441,Masculino,44,44,,
SILVIO DE ABREU,Sylvio de Andrade Abreu,1913-10-09,1987-07-17,,SP,131485,Masculino,44,44,,
MÁRCIO PAES,Márcio Moreira Paes,1926-07-13,1997-06-23,,RJ,131460,Masculino,44,44,,
JG DE ARAÚJO JORGE,José Guilherme de Araújo Jorge,1914-05-20,1987-01-27,1200609,AC,131978,Masculino,44,47,,
BEZERRA DE NORÕES,José Bezerra de Norões Filho,1918-06-19,1979-10-04,1301704,AM,131438,Masculino,44,44,,
VINÍCIUS CÂMARA,Antônio Vinícius Raposo da Câmara,1933-08-13,,1302603,AM,131398,Masculino,44,44,,
RAFAEL FARACO,Rafael Faraco,1931-02-07,2018-10-14,1302900,AM,131792,Masculino,44,46,,
ÉDISON BONNA,Édison Burlamaqui Simões Bonna,1924-09-01,1986-09-09,1501402,PA,131526,Masculino,44,45,,
AMÉRICO BRASIL,Américo Natalino Carneiro Brasil,1912-10-12,1998-02-10,1501402,PA,131393,Masculino,44,44,,
SEBASTIÃO ANDRADE,Sebastião Andrade,1928-12-10,2000-08-09,1501402,PA,131803,Masculino,44,46,,
ANTÔNIO PONTES,Antônio Cordeiro Pontes,1937-03-21,2001-04-26,1600105,AP,131848,Masculino,44,47,,
PEDRO CARNEIRO,Pedro Carneiro de Moraes e Silva,1902-03-16,1972-04-05,2103000,MA,131476,Masculino,44,44,,
JOÃO CASTELO,JOÃO CASTELO RIBEIRO GONÇALVES,1937-10-19,2016-12-11,2103000,MA,74445,Masculino,44,55,,
JÚLIO VIVEIROS,Júlio Costa de Viveiros,1929-09-30,1987-03-15,2111300,MA,131579,Masculino,44,45,,
PINHEIRO MACHADO,José Pinheiro Machado,1918-11-25,1982-11-21,2207702,PI,131750,Masculino,44,46,,
SEVERO EULÁLIO,Severo Maria Eulálio,1930-01-17,1979-11-24,2208007,PI,131484,Masculino,44,44,,
ALENCAR FURTADO,José Alencar Furtado,1925-08-11,2021-01-11,2301307,CE,131967,Masculino,44,47,,
CASTRO E SILVA,Themistocles de Castro e Silva,1929-04-23,2011-11-15,2302800,CE,131490,Masculino,44,44,,
SIQUEIRA CAMPOS,José Wilson Siqueira Campos,1928-08-01,2023-07-04,2304202,CE,139366,Masculino,44,48,,
MARCELO LINHARES,Marcelo Caracas Linhares,1924-03-15,2007-08-14,2304400,CE,132020,Masculino,44,47,,
RICARDO FIUZA,RICARDO FERREIRA FIUZA,1939-09-06,2005-12-12,2304400,CE,74557,Masculino,44,52,,
FREITAS NOBRE,José Freitas Nobre,1921-03-24,1990-11-19,2304400,CE,131975,Masculino,44,47,,
FRANCISCO STUDART,Francisco José Ferreira Studart,1933-08-09,2000-06-18,2304400,CE,131918,Masculino,44,47,,
SILVA BARROS,José da Silva Barros,1924-07-10,2000-04-21,2307304,CE,131446,Masculino,44,44,,
CORREIA LIMA,Adalberto Alexandrino Correia Lima,1931-01-05,1994-12-15,2313302,CE,132122,Masculino,44,47,,
ANTÔNIO FLORÊNCIO,Antônio Florêncio de Queiroz,1926-03-21,1991-04-11,2409407,RN,131850,Masculino,44,47,,
JANUÁRIO FEITOSA,Januário Alves Feitosa,1914-12-28,2005-10-13,2503704,PB,131717,Masculino,44,46,,
AUGUSTO LUCENA,Augusto da Silva Lucena,1916-02-14,1995-10-22,2506301,PB,131663,Masculino,44,46,,
ANTONIO MARIZ,Antonio Marques da Silva Mariz,1937-12-05,1995-09-16,2507507,PB,139150,Masculino,44,48,,
TASSO ANDRADE,José Tasso Oliveira de Andrade,1942-04-19,,2507507,PB,131447,Masculino,44,44,,
PEDRO LUCENA,Pedro de Lucena Dias,1921-10-23,2019-03-04,2511806,PB,131790,Masculino,44,46,,
ÁLVARO GAUDÊNCIO,Álvaro Gaudêncio Filho,1930-02-08,2004-03-12,2514008,PB,131840,Masculino,44,47,,
MARCONDES GADELHA,MARCONDES IRAN BENEVIDES GADELHA,1943-06-23,,2516201,PB,74470,Masculino,44,55,,
JOAQUIM COUTINHO,Joaquim Coutinho Corrêa de Oliveira,1936-01-30,1981-03-14,2609501,PE,131729,Masculino,44,46,,
MARCO MACIEL,Marco Antônio de Oliveira Maciel,1940-07-21,2021-06-12,2611606,PE,2286,Masculino,44,45,,
MARCOS FREIRE,Marcos de Barros Freire,1931-09-05,1987-09-08,2611606,PE,131461,Masculino,44,44,,
LINS E SILVA,Augusto Lins e Silva Netto,1942-07-12,,2611606,PE,131504,Masculino,44,45,,
AIRON RIOS,Airon Carlos da Silva Rios,1921-06-22,2012-08-13,2611606,PE,131833,Masculino,44,47,,
FERNANDO LYRA,Fernando Soares Lyra,1938-10-08,2013-02-14,2611606,PE,74418,Masculino,44,50,,
GONZAGA VASCONCELOS,Luiz de Gonzaga Andrade Vasconcelos,1933-07-27,2012-01-22,2614501,PE,132012,Masculino,44,47,,
JOSÉ ALVES,José Alves de Oliveira,1939-02-16,1997-08-14,2702405,AL,131740,Masculino,44,46,,
GERALDO BULHÕES,Geraldo Bulhões Barros,1938-02-19,2019-05-27,2708006,AL,139219,Masculino,44,48,,
FRANCISCO ROLLEMBERG,Francisco Guimarães Rollemberg,1935-04-07,,2803609,SE,131920,Masculino,44,47,,
IVO BRAGA,Ivo Braga,1913-03-12,2003-09-01,2907202,BA,131427,Masculino,44,44,,
RUY BACELAR,Joaquim Ruy Paulilo Bacelar,1935-10-25,,2910503,BA,131962,Masculino,44,47,,
FRANCISCO PINTO,Francisco José Pinto dos Santos,1930-04-16,2008-02-19,2910800,BA,139211,Masculino,44,48,,
LOMANTO JÚNIOR,Antônio Lomanto Júnior,1924-11-29,2015-11-23,2918001,BA,131511,Masculino,44,45,,
WALSON LOPES,Walson Lopes Alves,1931-05-14,1972-07-03,2922508,BA,131492,Masculino,44,44,,
VIEIRA DE MELO,Tarcílio Vieira de Melo Filho,1945-08-08,,2927408,BA,131489,Masculino,44,44,,
ROGÉRIO REGO,Rogério da Silva Rego,1933-12-21,1982-10-01,2927408,BA,131797,Masculino,44,46,,
DJALMA BESSA,Djalma Alves Bessa,1923-10-08,2013-02-15,2933604,BA,131892,Masculino,44,47,,
SÍLVIO DE BARROS,Sílvio Magalhães Barros,1927-09-02,1979-01-29,3101201,MG,131487,Masculino,44,44,,
JORGE FERRAZ,Jorge Ferraz,1914-05-02,1994-04-18,3106200,MG,132133,Masculino,44,47,,
NAVARRO VIEIRA,Sebastião Navarro Vieira,1911-09-30,1996-05-18,3108404,MG,131615,Masculino,44,45,,
CARLOS COTTA,CARLOS ALBERTO COTTA,1932-08-01,2020-03-04,3122702,MG,139165,Masculino,44,48,,
JOSÉ MACHADO,José Machado Sobrinho,1932-12-12,2010-03-12,3128006,MG,131984,Masculino,44,47,,
VASCO NETO,Vasco Azevedo Neto,1916-02-25,2010-09-30,3128709,MG,139374,Masculino,44,48,,
ALTAIR CHAGAS,Altair Chagas,1934-02-25,2019-08-27,3130903,MG,131839,Masculino,44,47,,
ATHOS DE ANDRADE,Athos Vieira de Andrade,1928-11-10,2010-06-08,3133204,MG,131402,Masculino,44,44,,
MARCELO MEDEIROS,Marcelo Machado Medeiros,1945-09-16,2009-12-02,3136702,MG,132021,Masculino,44,47,,
MAURÍCIO TOLEDO,Maurício Leite de Toledo,1924-01-23,2006-02-16,3136702,MG,131463,Masculino,44,44,,
JORGE VARGAS,Jorge Vargas,1926-01-28,1988-09-22,3147006,MG,131965,Masculino,44,47,,
LYSÂNEAS MACIEL,Lysâneas Dias Maciel,1926-12-23,1999-12-06,3148004,MG,133982,Masculino,44,49,,
PAULO ALBERTO,Paulo Alberto de Oliveira,1925-10-28,,3152808,MG,131475,Masculino,44,44,,
LÉO SIMÕES,Léo Mello Simões,1929-01-30,2011-05-25,3160702,MG,132002,Masculino,44,47,,
PAULINO CÍCERO DE VASCONCELOS,Paulino Cícero de Vasconcellos,1937-02-12,,3161007,MG,133923,Masculino,44,49,,
ARY DE LIMA,Ary de Lima,1914-10-10,1998-04-22,3164704,MG,131494,Masculino,44,44,,
DELSON SCARANO,Delson Scarano,1928-11-28,1999-11-24,3165107,MG,131888,Masculino,44,47,,
JAIRO MAGALHÃES,Jairo Monteiro da Cunha Magalhães,1929-09-11,2025-11-04,3167103,MG,131942,Masculino,44,47,,
JOÃO GUIDO,João Guido,1916-09-21,1988-11-14,3170107,MG,131433,Masculino,44,44,,
HOMERO SANTOS,Homero Santos,1930-01-29,2008-10-05,3170206,MG,139235,Masculino,44,48,,
FÁBIO FONSECA,Fábio Fonseca e Silva,1920-02-20,1984-09-20,3170206,MG,131531,Masculino,44,45,,
JOSÉ CARLOS FONSECA,José Carlos da Fonseca,1931-06-21,2007-10-26,3204807,ES,131970,Masculino,44,47,,
ADALBERTO NADER,Adalberto Simão Nader,1932-01-17,1971-05-09,3205309,ES,131388,Masculino,44,44,,
MOACYR CHIESSE,Moacyr Arthur Chiesse,1926-05-22,2010-06-27,3300407,RJ,131465,Masculino,44,44,,
HAMILTON XAVIER,Hamilton Xavier,1916-08-02,2006-02-03,3303302,RJ,131926,Masculino,44,47,,
JOSÉ HADDAD,José Haddad,1913-09-30,1996-11-19,3303500,RJ,131569,Masculino,44,45,,
FARIA LIMA,JOSE ROBERTO FARIA LIMA,1940-07-25,,3304557,RJ,131574,Masculino,44,45,,
ILDÉLIO MARTINS,Ildélio Martins,1916-10-19,1999-07-10,3304557,RJ,131424,Masculino,44,44,,
CÉLIO BORJA,Célio de Oliveira Borja,1928-07-15,2022-06-28,3304557,RJ,131672,Masculino,44,46,,
HENRIQUE EDUARDO ALVES,HENRIQUE EDUARDO LYRA ALVES,1948-12-09,,3304557,RJ,74324,Masculino,44,54,,
JAIR MARTINS,Jair Dormund Martins,1920-10-28,1991-06-13,3304557,RJ,131428,Masculino,44,44,,
MIRO TEIXEIRA,MIRO TEIXEIRA,1945-05-27,,3304557,RJ,74862,Masculino,44,55,,
JOSÉ BONIFÁCIO NETO,José Bonifácio Diniz de Andrada Neto,1928-01-05,2002-06-30,3304557,RJ,131566,Masculino,44,45,,
FLORIM COUTINHO,Florim Ferreira Coutinho,1913-02-28,2005-03-29,3304557,RJ,131694,Masculino,44,46,,
PEIXOTO FILHO,José Peixoto Filho,1915-01-04,2001-05-02,3304557,RJ,131749,Masculino,44,46,,
ALCIR PIMENTA,Alcir de Melo Pimenta,1933-11-05,2019-10-16,3304557,RJ,131638,Masculino,44,46,,
NINA RIBEIRO,Emílio Antônio Souza Aguiar Nina Ribeiro,1938-02-20,,3304557,RJ,131688,Masculino,44,46,,
FERNANDO FAGUNDES NETTO,Fernando Jorge Fagundes Netto,1925-08-09,2003-08-02,3304904,RJ,131533,Masculino,44,45,,
OSMAR LEITÃO,OSMAR LEITÃO ROSA,1937-06-10,2025-07-18,3304904,RJ,74117,Masculino,44,50,,
ALBERTO LAVINAS,Alberto da Silva Lavinas,1930-05-10,1991-02-02,3306008,RJ,131501,Masculino,44,45,,
ALDO LUPO,Aldo Lupo,1911-12-19,1978-08-09,3503208,SP,131390,Masculino,44,44,,
MONTEIRO DE BARROS,Sebastião Monteiro de Barros,1930-12-14,,3505500,SP,131483,Masculino,44,44,,
ALFEU GASPARINI,Alfeu Gasparini,1927-01-04,1976-09-09,3505906,SP,131391,Masculino,44,44,,
SYLVIO VENTUROLI,Sylvio José Venturoli,1930-02-04,2009-03-29,3512704,SP,131617,Masculino,44,45,,
ARNALDO BUSATO,Arnaldo Faivro Busato,1934-05-19,1980-03-01,3525300,SP,131658,Masculino,44,46,,
DIOGO NOMURA,Diogo Nomura,1920-03-03,2005-05-19,3542602,SP,133885,Masculino,44,49,,
ARTHUR FONSECA,Athur Fonseca,1922-07-04,2006-01-22,3548500,SP,131401,Masculino,44,44,,
SÍLVIO LOPES,Sílvio Fernandes Lopes,1924-12-10,2005-12-05,3548500,SP,131805,Masculino,44,46,,
JOÃO ARRUDA,João Paulo de Arruda Filho,1939-04-16,,3550308,SP,131728,Masculino,44,46,,
FLÁVIO GIOVINE,Flávio Ettore Giovine,1924-02-06,2009-08-09,3550308,SP,131534,Masculino,44,45,,
ROBERTO GEBARA,Roberto Gebara,1934-03-16,,3550308,SP,131479,Masculino,44,44,,
MÁRIO TELLES,Mário Telles,1926-10-05,2005-11-16,3550308,SP,131462,Masculino,44,44,,
JOSÉ CAMARGO,José de Camargo,1928-06-16,2020-01-14,3550605,SP,139261,Masculino,44,48,,
ARDINAL RIBAS,Ardinal Ribas,1920-07-03,1973-03-16,4104907,PR,131399,Masculino,44,44,,
ARTHUR SANTOS,Arthur Claudino dos Santos,1929-10-17,2009-07-21,4106902,PR,131400,Masculino,44,44,,
FERREIRA DO AMARAL,Ivan Ferreira do Amaral e Silva Filho,1940-08-09,1974-11-09,4106902,PR,131426,Masculino,44,44,,
ROBERTO GALVANI,Roberto Galvani,1935-01-18,,4106902,PR,131796,Masculino,44,46,,
ÍTALO CONTI,Ítalo Conti,1915-09-29,2012-11-07,4113908,PR,131940,Masculino,44,47,,
TÚLIO VARGAS,Odilon Túlio Vargas,1929-06-28,2008-03-27,4119400,PR,131607,Masculino,44,45,,
JOÃO VARGAS,João Vargas de Oliveira,1908-10-15,1993-12-05,4119905,PR,131558,Masculino,44,45,,
OLIVIR GABARDO,João Olivir Gabardo,1931-11-19,,4128203,PR,131955,Masculino,44,47,,
JOÃO LINHARES,João Cândido Linhares,1934-06-27,2019-08-15,4203600,SC,131723,Masculino,44,46,,
PEDRO IVO,Pedro Ivo Figueiredo de Campos,1930-10-12,1990-02-27,4205407,SC,131788,Masculino,44,46,,
FRANCISCO GRILLO,Francisco Arcanjo Grillo,1934-09-29,2012-10-24,4205407,SC,131415,Masculino,44,44,,
MÁRIO STAMM,Mário César Stamm,1924-01-16,1996-06-13,4208203,SC,131768,Masculino,44,46,,
JAISON BARRETO,Jaison Tupy Barreto,1933-08-16,2021-09-26,4209409,SC,131555,Masculino,44,45,,
CÉSAR NASCIMENTO,César Corrêa do Nascimento,1929-12-25,1980-12-25,4209409,SC,131519,Masculino,44,45,,
ABEL AVILA DOS SANTOS,Abel Ávila dos Santos,1917-07-18,2009-07-18,4218004,SC,131628,Masculino,44,46,,
DIB CHEREM,Dib Cherem,1929-06-01,2004-08-16,4218004,SC,131523,Masculino,44,45,,
LUIZ LOSSO,Luiz Losso,1915-08-15,,4219002,SC,131455,Masculino,44,44,,
WILMAR DALLANHOL,Wilmar Dallanhol,1940-10-16,2023-08-25,4219309,SC,131625,Masculino,44,45,,
ALCEU COLLARES,ALCEU DE DEUS COLLARES,1927-09-12,2024-12-24,4301602,RS,73477,Masculino,44,52,,
FRANCISCO LIBARDONI,Francisco Oreste Libardoni,1931-01-21,,4305108,RS,131697,Masculino,44,46,,
AMAURY MULLER,Amaury Muller,1936-01-17,2001-08-31,4306106,RS,133852,Masculino,44,49,,
LAURO RODRIGUES,Lauro Pereira Rodrigues,1917-01-07,1978-12-17,4308805,RS,131584,Masculino,44,45,,
ELOY LENZI,Eloy Lenzi,1924-09-22,1997-12-21,4311304,RS,131687,Masculino,44,46,,
GETÚLIO DIAS,Getúlio Pereira Dias,1934-05-04,2002-05-29,4314407,RS,131700,Masculino,44,46,,
LEO RIFFEL,Leo Bernhard Riffel,1922-10-18,1991-12-28,4314902,RS,131450,Masculino,44,44,,
CÉLIO MARQUES FERNANDES,Célio Marques Fernandes,1913-06-04,1989-11-09,4314902,RS,131518,Masculino,44,45,,
PEDRO COLIN,Pedro Paulo Hings Colin,1927-09-18,2008-04-01,4314902,RS,132060,Masculino,44,47,,
HELBERT DOS SANTOS,Hélio Helbert dos Santos,1921-07-29,,4316907,RS,131420,Masculino,44,44,,
HARRY SAUER,Harry Alziro Sauer,1925-07-26,2024-12-17,4321204,RS,131927,Masculino,44,47,,
MÁRIO MONDINO,Mário Mondino,1915-03-01,1994-04-21,4322400,RS,131591,Masculino,44,45,,
SYNVAL GUAZZELLI,SYNVAL SEBASTIÃO DUARTE GUAZZELLI,1930-01-24,2001-04-12,4322509,RS,73488,Masculino,44,51,,
OSNÉLLI MARTINELLI,Osnélli Leite Martinelli,1922-04-05,2008-01-10,5003207,MS,131469,Masculino,44,44,,
JOÃO CÂMARA,João da Câmara,1929-04-16,2012-03-20,5003702,MS,131722,Masculino,44,46,,
UBALDO BARÉM,Ubaldo Barém,1931-05-16,1992-11-02,5006606,MS,132093,Masculino,44,47,,
EMANUEL PINHEIRO,Emanuel Pinheiro da Silva Primo,1929-08-01,1974-07-26,5103403,MT,131410,Masculino,44,44,,
LOPES DA COSTA,Paulino Lopes da Costa,1904-01-10,,5103403,MT,131473,Masculino,44,44,,
HENRIQUE FANSTONE,Henrique Maurício Fanstone,1926-01-16,2024-12-05,5201108,GO,131549,Masculino,44,45,,
JARMUND NASSER,Jarmund Nasser,1925-07-18,2004-05-24,5204409,GO,131556,Masculino,44,45,,
BRASÍLIO CAIADO,Brasílio Ramos Caiado,1929-08-08,2006-09-23,5208905,GO,131868,Masculino,44,47,,
FERNANDO CUNHA,Fernando Cunha Júnior,1935-05-29,2011-11-05,5211503,GO,139199,Masculino,44,48,,
JERÔNIMO SANTANA,Jerônimo Garcia de Santana,1934-10-29,,5211909,GO,131719,Masculino,44,46,,
ORENSY RODRIGUES,Orensy Rodrigues da Silva,1933-04-12,1998-08-07,5211909,GO,131467,Masculino,44,44,,
JUAREZ BERNARDES,João Juarez Bernardes,1930-11-26,2002-06-15,5217609,GO,131952,Masculino,44,47,,
MONSENHOR FERREIRA LIMA,Monsenhor Luiz Ferreira Lima,1912-11-15,1987-03-20,,PE,131597,Masculino,45,45,,
THEOBALDO BARBOSA,Theobaldo Vasconcelos Barbosa,1929-03-31,1999-03-22,,AL,131620,Masculino,45,45,,
NUNES ROCHA,Joaquim Nunes Rocha,1916-06-07,2001-10-20,,GO,131560,Masculino,45,45,,
HUGO NAPOLEÃO,HUGO NAPOLEÃO DO REGO NETO,1943-10-31,,,,160974,Masculino,45,54,,
OCTÁVIO TORRECILLA,Octávio Torrecilla,1939-07-20,2017-04-20,,,131779,Masculino,45,46,,
WALTER DE CASTRO,Walter de Castro,1928-05-06,2019-07-08,,,131814,Masculino,45,46,,
ANTONIO DE ANDRADE,Antonio de Andrade,1911-11-11,,,,131506,Masculino,45,45,,
VALDOMIRO GONÇALVES,Valdomiro Alves Gonçalves,1935-11-10,2016-04-05,,MT,131621,Masculino,45,45,,
HORÁCIO MATOS,Horácio Matos Júnior,1927-03-13,,,BA,131933,Masculino,45,47,,
CELSO BARROS,CELSO BARROS COELHO,1922-05-11,2023-07-10,,,132125,Masculino,45,47,,
CARLOS SANTOS,Carlos da Silva Santos,1904-12-09,1989-05-09,,RS,131670,Masculino,45,46,,
NABOR JÚNIOR,Nabor Teles da Rocha Júnior,1930-11-07,,1200609,AC,131775,Masculino,45,46,,
RUY BRITO,Ruy Brito de Oliveira Pedroza,1931-01-13,2022-11-11,1301308,AM,131627,Masculino,45,45,,
NEWTON BARREIRA,Newton Burlamaqui Barreira,1922-03-02,2014-07-19,1501402,PA,131601,Masculino,45,45,,
ALACID NUNES,Alacid da Silva Nunes,1924-11-25,2015-09-05,1501402,PA,133939,Masculino,45,49,,
JADER BARBALHO,JADER FONTENELLE BARBALHO,1944-10-27,,1501402,PA,73929,Masculino,45,53,,
JORGE ARBAGE,Jorge Wilson Arbage,1924-02-17,2020-11-17,1501402,PA,139256,Masculino,45,48,,
UBALDO CORRÊA,Ubaldo Campos Corrêa,1929-04-07,1996-04-21,1506807,PA,74086,Masculino,45,50,,
JOSÉ RIBAMAR MACHADO,José Ribamar de Faria Machado,1922-10-07,2016-05-15,2102200,MA,131991,Masculino,45,47,,
FREDERICO BRANDÃO,Frederico José Ribeiro Brandão,1936-05-02,,2103000,MA,131541,Masculino,45,45,,
MAGNO BACELAR,Carlos Magno Duque Bacelar,1938-02-25,2021-09-14,2103406,MA,74204,Masculino,45,50,,
WALBER GUIMARÃES,Walber Sousa Guimarães,1933-01-07,2018-05-06,2103505,MA,132101,Masculino,45,47,,
LUIZ ROCHA,Luiz Alves Coelho Rocha,1937-07-06,2001-02-08,2106102,MA,131757,Masculino,45,46,,
GAMALIEL GALVÃO,Gamaliel Bueno Galvão,1922-04-30,,2111300,MA,131543,Masculino,45,45,,
MURILO REZENDE,Murilo Ferreira de Rezende,1930-05-26,2019-04-23,2208403,PI,133883,Masculino,45,49,,
MOREIRA FRANCO,WELLINGTON MOREIRA FRANCO,1944-10-19,,2211001,PI,74863,Masculino,45,52,,
JOÃO CLÍMACO,João Clímaco de Almeida,1910-03-30,1995-09-09,2211001,PI,131724,Masculino,45,46,,
MAURO SAMPAIO,José Mauro Castelo Branco Sampaio,1927-07-10,2015-10-06,2304400,CE,133908,Masculino,45,49,,
PAULO STUDART,Paulo Ferreira Studart,1925-07-18,2012-02-15,2304400,CE,131783,Masculino,45,46,,
MÁRIO FROTA,José Mário Frota Moreira,1943-02-22,,2304707,CE,131989,Masculino,45,47,,
ANTONIO MOTA,Antonio Ferreira da Mota,1930-08-10,,2305506,CE,131508,Masculino,45,45,,
VILMAR PONTES,Francisco Vilmar Pontes,1921-10-20,,2308005,CE,131540,Masculino,45,45,,
CLAUDINO SALES,Gonçalo Claudino Sales,1922-02-12,2009-06-22,2309409,CE,131924,Masculino,45,47,,
ANTÔNIO MORAIS,ANTÔNIO ALVES DE MORAIS,1942-06-14,,2310803,CE,131844,Masculino,45,47,,
GOMES DA SILVA,Raimundo Gomes da Silva,1920-08-31,2008-11-18,2313807,CE,132064,Masculino,45,47,,
WANDERLEY MARIZ,Vigolvino Vanderley Mariz,1940-11-02,2020-07-02,2402006,RN,132102,Masculino,45,47,,
NEY LOPES,NEY LOPES DE SOUZA,1945-02-14,,2408102,RN,74327,Masculino,45,52,,
ULISSES POTIGUAR,Ulisses Bezerra Potiguar,1926-01-16,2009-03-15,2408904,RN,131810,Masculino,45,46,,
FRANCISCO ROCHA,Francisco de Oliveira Rocha,1923-10-31,2013-10-31,2409308,RN,131538,Masculino,45,45,,
FERNANDO COELHO,Fernando de Vasconcellos Coelho,1932-07-20,2019-04-23,2504009,PB,131692,Masculino,45,46,,
ANTONIO FERREIRA,ANTONIO FERREIRA DE ANDRADE,1929-05-31,2022-07-14,2505402,PB,74332,Masculino,45,50,,
MAURÍCIO LEITE,Maurício Brasilino Leite,1940-02-18,2025-08-30,2510808,PB,131592,Masculino,45,45,,
OCTACÍLIO QUEIROZ,Octacilio Nóbrega de Queiroz,1913-08-31,1998-09-29,2510808,PB,132041,Masculino,45,47,,
ADEMAR PEREIRA,Ademar Pereira Vieira,1934-08-27,2009-08-24,2512101,PB,131632,Masculino,45,46,,
ANTONIO GOMES,Antonio da Costa Gomes,1917-03-15,2000-11-14,2517001,PB,131849,Masculino,45,47,,
SÉRGIO MURILO,Sérgio Murilo Santa Cruz Silva,1931-08-24,2010-02-17,2604007,PE,132138,Masculino,45,47,,
JOAQUIM GUERRA,Joaquim Pessoa Guerra,1948-12-04,2007-04-06,2611606,PE,131731,Masculino,45,46,,
VALÉRIO RODRIGUES,Valério de Castro Rodrigues de Souza,1933-03-17,,2611606,PE,131622,Masculino,45,45,,
CARLOS WILSON,CARLOS WILSON ROCHA DE QUEIROZ CAMPOS,1950-03-11,2009-04-11,2611606,PE,131873,Masculino,45,53,,
INOCÊNCIO OLIVEIRA,INOCÊNCIO GOMES DE OLIVEIRA,1938-10-21,,2613909,PE,74421,Masculino,45,54,,
JARBAS VASCONCELOS,Jarbas de Andrade Vasconcelos,1942-08-23,,2616308,PE,131943,Masculino,45,55,,
JOSÉ COSTA,José Oliveira Costa,1935-08-23,2020-03-09,2706307,AL,74250,Masculino,45,50,,
ALOÍZIO SANTOS,ALOÍZIO SANTOS,1940-10-11,2007-11-06,2800704,SE,73581,Masculino,45,51,,
CELSO CARVALHO,Sebastião Celso de Carvalho,1923-01-24,2009-08-14,2807105,SE,132083,Masculino,45,47,,
RÔMULO GALVÃO,Rômulo Galvão de Carvalho,1930-09-22,1998-09-15,2906006,BA,132073,Masculino,45,47,,
NOIDE CERQUEIRA,Noide Ferreira de Cerqueira,1940-05-05,1995-01-19,2910800,BA,131602,Masculino,45,45,,
JOÃO DURVAL,João Durval Carneiro,1929-05-08,,2910800,BA,131824,Masculino,45,46,,
HENRIQUE CARDOSO,Henrique Weyll Cardoso e Silva,1916-12-31,2009-05-16,2913606,BA,131551,Masculino,45,45,,
RUBEM DOURADO,Rubem Guanais Dourado,1933-06-12,,2914604,BA,131800,Masculino,45,46,,
LEUR LOMANTO,LEUR ANTONIO DE BRITTO LOMANTO,1949-12-18,,2918001,BA,74555,Masculino,45,51,,
HILDÉRICO OLIVEIRA,Hildérico Pereira Oliveira,1927-07-21,2019-04-09,2922102,BA,131709,Masculino,45,46,,
AFRÍSIO VIEIRA LIMA,Afrísio de Souza Vieira Lima,1929-03-19,2016-01-11,2926004,BA,1514,Masculino,45,48,,
JOIR BRASILEIRO,Joir da Silva Martins Brasileiro,1926-10-24,2006-02-02,2927408,BA,131561,Masculino,45,45,,
MENANDRO MINAHIM,Menandro José Minahim,1919-03-27,1996-06-22,2927408,BA,131771,Masculino,45,46,,
HENRIQUE BRITO,Henrique Brito Filho,1933-10-23,1982-10-01,2929305,BA,131707,Masculino,45,46,,
ANTONIO JOSÉ,Antônio José Sá Nascimento,1939-05-24,2021-06-01,2933307,BA,131510,Masculino,45,45,,
COTTA BARBOSA,Ivan Cotta Barbosa,1931-12-02,2005-09-12,3100302,MG,131554,Masculino,45,45,,
NELSON THIBAU,Nelson Luiz Thibau,1922-11-27,2014-12-15,3106200,MG,131599,Masculino,45,45,,
RAUL BERNARDO,Raul Bernardo Nelson de Senna,1931-08-21,2013-10-26,3106200,MG,132068,Masculino,45,47,,
MARCOS TITO,Marcos Wellington de Castro Tito,1940-09-22,2022-11-02,3106200,MG,131590,Masculino,45,45,,
LUIZ COUTO,Luiz Couto,1949-06-20,,3127701,MG,131586,Masculino,45,45,,
LUIZ FERNANDO,Luiz Fernando Faria de Azevedo,1932-12-06,,3132404,MG,131587,Masculino,45,45,,
TARCÍSIO DELGADO,Raymundo Tarcísio Delgado,1935-10-04,2025-09-12,3136702,MG,133919,Masculino,45,49,,
SEBASTIÃO RODRIGUES JÚNIOR,Sebastião Rodrigues de Souza Júnior,1937-06-10,1992-07-24,3136702,MG,132136,Masculino,45,47,,
SÍLVIO ABREU,Silvio de Andrade Abreu Júnior,1948-02-12,,3136702,MG,74766,Masculino,45,50,,
IBRAHIM ABI-ACKEL,IBRAHIM ABI-ACKEL,1926-03-02,,3139508,MG,74663,Masculino,45,52,,
JOEL LIMA,Joel Pereira Lima,1933-01-02,,3139508,MG,131734,Masculino,45,46,,
GENIVAL TOURINHO,Mário Genival Tourinho,1933-05-04,2024-09-21,3143302,MG,131769,Masculino,45,46,,
